Wavenumber,Intensity
6.310000000000000000e+02,1.949059383903134091e+01
6.320000000000000000e+02,1.964501424501424509e+01
6.330000000000000000e+02,1.975820868945869435e+01
6.340000000000000000e+02,1.987581018518519116e+01
6.350000000000000000e+02,2.002165687321937426e+01
6.360000000000000000e+02,2.016326566951567045e+01
6.370000000000000000e+02,2.028444177350427324e+01
6.380000000000000000e+02,2.040334757834757795e+01
6.390000000000000000e+02,2.051363960113960516e+01
6.400000000000000000e+02,2.062428774928774899e+01
6.410000000000000000e+02,2.073603098290598723e+01
6.420000000000000000e+02,2.083671652421652709e+01
6.430000000000000000e+02,2.090927706552706766e+01
6.440000000000000000e+02,2.098878205128205465e+01
6.450000000000000000e+02,2.108311075498575349e+01
6.460000000000000000e+02,2.118027955840455689e+01
6.470000000000000000e+02,2.128258992165242347e+01
6.480000000000000000e+02,2.139031339031339485e+01
6.490000000000000000e+02,2.150641025641025905e+01
6.500000000000000000e+02,2.162686965811965578e+01
6.510000000000000000e+02,2.175312499999999716e+01
6.520000000000000000e+02,2.188986823361823397e+01
6.530000000000000000e+02,2.203861734330484623e+01
6.540000000000000000e+02,2.219101673789174356e+01
6.550000000000000000e+02,2.234702190170940028e+01
6.560000000000000000e+02,2.250381054131054270e+01
6.570000000000000000e+02,2.266126691595441756e+01
6.580000000000000000e+02,2.284634081196581690e+01
6.590000000000000000e+02,2.305168714387465201e+01
6.600000000000000000e+02,2.324456908831908919e+01
6.610000000000000000e+02,2.342959846866096996e+01
6.620000000000000000e+02,2.362264957264957488e+01
6.630000000000000000e+02,2.382001424501425291e+01
6.640000000000000000e+02,2.407122507122508281e+01
6.650000000000000000e+02,2.434695512820512775e+01
6.660000000000000000e+02,2.459169337606837757e+01
6.670000000000000000e+02,2.482461271367521505e+01
6.680000000000000000e+02,2.507353988603989237e+01
6.690000000000000000e+02,2.532750178062679325e+01
6.700000000000000000e+02,2.553285256410256210e+01
6.710000000000000000e+02,2.572586360398860705e+01
6.720000000000000000e+02,2.592190170940171257e+01
6.730000000000000000e+02,2.611854077635328153e+01
6.740000000000000000e+02,2.630380163817664396e+01
6.750000000000000000e+02,2.648737980769230660e+01
6.760000000000000000e+02,2.661034544159544168e+01
6.770000000000000000e+02,2.672716791310541495e+01
6.780000000000000000e+02,2.676720975783475964e+01
6.790000000000000000e+02,2.680276442307692619e+01
6.800000000000000000e+02,2.684188034188034067e+01
6.810000000000000000e+02,2.688082264957264655e+01
6.820000000000000000e+02,2.690694444444444500e+01
6.830000000000000000e+02,2.692869925213674875e+01
6.840000000000000000e+02,2.687573005698005346e+01
6.850000000000000000e+02,2.681908831908831559e+01
6.860000000000000000e+02,2.672621082621082422e+01
6.870000000000000000e+02,2.663520299145298864e+01
6.880000000000000000e+02,2.655683760683760397e+01
6.890000000000000000e+02,2.648327991452991270e+01
6.900000000000000000e+02,2.643393874643874497e+01
6.910000000000000000e+02,2.636623486467236432e+01
6.920000000000000000e+02,2.622619301994301821e+01
6.930000000000000000e+02,2.607781784188033924e+01
6.940000000000000000e+02,2.590294693732193210e+01
6.950000000000000000e+02,2.574269943019943341e+01
6.960000000000000000e+02,2.562079772079772155e+01
6.970000000000000000e+02,2.550275551994301892e+01
6.980000000000000000e+02,2.539318910256410078e+01
6.990000000000000000e+02,2.529123486467236148e+01
7.000000000000000000e+02,2.520343660968661226e+01
7.010000000000000000e+02,2.512321047008547126e+01
7.020000000000000000e+02,2.505500356125356021e+01
7.030000000000000000e+02,2.497819622507122617e+01
7.040000000000000000e+02,2.488967236467236077e+01
7.050000000000000000e+02,2.474806356837606813e+01
7.060000000000000000e+02,2.454416844729342984e+01
7.070000000000000000e+02,2.432837428774928057e+01
7.080000000000000000e+02,2.410053418803419234e+01
7.090000000000000000e+02,2.388005252849001891e+01
7.100000000000000000e+02,2.366599893162393187e+01
7.110000000000000000e+02,2.343869747150995764e+01
7.120000000000000000e+02,2.320142450142449775e+01
7.130000000000000000e+02,2.291347044159545021e+01
7.140000000000000000e+02,2.259275284900283509e+01
7.150000000000000000e+02,2.229774305555555358e+01
7.160000000000000000e+02,2.201693376068374164e+01
7.170000000000000000e+02,2.167139423076922355e+01
7.180000000000000000e+02,2.129553062678063569e+01
7.190000000000000000e+02,2.098425035612534373e+01
7.200000000000000000e+02,2.069836182336182162e+01
7.210000000000000000e+02,2.047215544871793469e+01
7.220000000000000000e+02,2.026535790598289921e+01
7.230000000000000000e+02,2.000860042735043365e+01
7.240000000000000000e+02,1.973867521367520084e+01
7.250000000000000000e+02,1.951742788461538325e+01
7.260000000000000000e+02,1.930627670940169338e+01
7.270000000000000000e+02,1.920559561965811568e+01
7.280000000000000000e+02,1.912215099715099953e+01
7.290000000000000000e+02,1.920622774216524675e+01
7.300000000000000000e+02,1.930853810541310267e+01
